id;Nazionalità;Nome
8530;unknown;Suzanne De Chillo/The New York Times
8531;American;Vic Delucia/The New York Times
8532;Bosnian;Fehim Demir/Agence France-Presse
8533;unknown;Doty/Times Wide World Press
8534;American;Richard Drew/Associated Press
8535;Sconosciuta;Fairchild Aerial Surveys, Inc.
8536;American;Sam Falk/The New York Times
8537;American;John Filo/Valley Daily News via Associated Press
8538;American;Stanley J. Forman/Boston Herald via Associated Press
8539;Sconosciuta;Berlin Foto Senneke
8540;Sconosciuta;Fotograms
8541;Sconosciuta;Fox News
8542;Sconosciuta;French Pictorial Service
8543;American;Carl T. Gosset Jr./The New York Times
8544;unknown;Eddie McGovern
8545;American;Art Greenspon/Associated Press
8546;German;Horst Faas
8547;American;James C. Hare/Colliers Weekly
8548;American;Susan Harris/The New York Times
8549;French;Marc Allégret
8550;American;Harris & Ewing/Times World Wide Photos
8551;American;Eddie Hausner/The New York Times
8552;unknown;Albert Hilsher/Times Wide World
8553;American;Bruce Hoertel/The New York Times
8555;Sconosciuta;Hoffman/International Press Studio
8557;American;John Hubbard/Black Star Publishing Co.
8558;French;Auguste Adolphe Bertsch
8559;American;Barney Ingoglia/The New York Times
8560;Sconosciuta;International News Photo
8562;Sconosciuta;International Newsreel
8563;American;Bob Jackson
8564;American;Norman M. Jeannero/Times World Wide Photos
8565;American;Edward Keating/The New York Times
8566;American;Arthur Wesley Dow
8567;American;Keystone View Company
8568;Malian;Seydou Keïta
8569;American;Mike Lien/The New York Times from CBS News
8570;unknown;Lechner/The New York Times
8571;American;Jay King
8573;American;Meyer Liebowitz/The New York Times
8574;Austrian;Franz Lowy/Times Wide World
8575;Danish;Herbert Krenchel
8576;Italian;Arturo Mari/L'Osservatore Romano
8577;American;S.L.A. Marshall
8578;Italian;Peter Pelzel
8579;unknown;Medem Photo Service
8580;unknown;Ministere De La Guerre
8581;American;Larry C. Morris/The New York Times
8582;Japanese;Yasuki Nagao/United Press International
8583;American;NASA
8584;American;Richard Rothman
8585;German;Günther Ssymmank
8586;unknown;Fred Hansen/Pacific and Atlantic Photos
8587;Sconosciuta;The New York Daily News
8588;French;Martine Barrat
8590;American;Peter G. Kayafas
8591;Sconosciuta;The New York Times Studio
8592;American;Cal Osbon
8593;Sconosciuta;Pacific & Atlantic Photos
8594;British;Keith Pannel/Mail on Sunday
8595;Sconosciuta;Unknown photographer
8596;unknown;Bill Parsons / Nancy Palmer Agency
8597;Cuban;Maria Martinez-Cañas
8598;American;Glen Pettit/The New York Times
8599;Sconosciuta;The Pictoral News Company
8600;Russian;Igor Moukhin
8601;American;Douglas C. Pizac/Associated Press
8602;American;Kent Porter/The Press Democrat via Assocated Press
8603;Sconosciuta;Press Illustrating Company
8604;Sconosciuta;Presse Bild Zentrale
8605;Sconosciuta;Moscow Presse Cliche
8606;Sconosciuta;Red Cross Institute for Crippled and Disabled Men
8607;American;Robert Riger
8608;unknown;Rollins/Associated Press
8609;Japanese;Osamu Kanemura
8610;American;Librado Romero/Associated Press
8611;German;Thomas Demand
8612;American;Joe Rosenthal/Times World Wide Photos
8613;unknown;Alex J. Rota/The New York Times
8615;unknown;Henry Ruschin
8616;American;William E. Sauro/The New York Times
8617;American;Cliff Schiappa/Associated Press
8618;American;Sammy Schulman/International News Photo
8619;American;Barton Silverman/The New York Times
8620;American;Ernie Sisto/The New York Times
8621;American;J.C.P. Skottowe/Times Wide World Photos
8622;unknown;Dana Stone/United Press International
8623;Sconosciuta;Stork Club News Service
8624;American;Captain Cecil W. Stoughton
8625;unknown;Stroop Report
8626;American;Ray Stubblebine/Associated Press
8627;Dutch;Kryn Taconis/Magnum Photos Co.
8628;American;George Tames/The New York Times
8629;American;Glenn Rudolph
8630;American;Paul Thompson
8631;Sconosciuta;Times Photo Service
8632;American;Times Wide World Photos
8633;French;Caroline Feyt
8634;Brazilian;Mario Cravo Neto
8635;French;Jean Christian Bourcart
8636;American;Bob Beerman
8637;Sconosciuta;Topical Press Agency
8638;Sconosciuta;United Press International
8639;American;U.S. Army Air Force
8640;American;U.S. Coast Guard
8641;American;Robert Walker/The New York Times
8642;American;Marilynn K. Yee/The New York Times
8643;Sconosciuta;Yerkes Observatory
8644;American;Bert Six
8645;American;Freda Diamond
8646;German;Heinreich Löffelhardt
8647;Sconosciuta;Tzarskoe Selo C.E. de Hahn & Co.
8648;Sconosciuta;International Film Service Company/Hearst
8649;American;Radio Corporation of America
8650;American;Anne Marie Fishbein
8651;German;Matthias Hoch
8652;American;Curt Richter
8653;Italian;Carlo Mazzeri
8654;Canadian;Lutz Dille
8655;British;Linnaeus Tripe
8656;British;Georgina Starr
8657;unknown;Dan Grossi/Associated Press
8658;American;Katherine Turczan
8659;British;Tom Wood
8660;American;Raymond Riley
8661;American;David Shen
8665;American;Theodore C. Brookhart
8675;Swedish;L.M. Ericsson Telephone Company, company design
8676;Swedish;Hugo Blomberg
8677;Swedish;Ralph Lysell
8678;Swedish;Hans Gösta Thames
8680;Italian;Architetti Montagni, Berizzi, Butte
8681;Italian;Dario Montagni
8682;Italian;Sergio Berizzi
8683;Italian;Cesare Butté
8685;American;A. L. Pugh
8686;Sconosciuta;S. J. Stein
8688;Danish;Jens H. Quistgaard
8691;Japanese;Michio Arai
8692;Sconosciuta;IDEO
8695;American;William Campbell
8696;American;Michael Cohen
8697;Swedish;Ergonomi Design Gruppen 
8698;Italian;Giovanni Bassi
8699;Italian;Gianfranco Masi
8700;American;Saul Nesbitt
8701;Italian;Franca Stagi
8702;Italian;Paolo Orlandini
8703;Japanese;Kikukawa Katsuyoshi
8704;Danish;Martijn Wegman
8705;American;John Mascheroni
8706;Italian;Gianni Passini
8707;American;Diller + Scofidio
8708;Swedish;Ernst Lieser
8709;Sconosciuta;Julius Barnes
8713;British;William M. Heynes
8716;Sconosciuta;Atelier d'Architecture Christian de Portzamparc, Paris
8722;Sconosciuta;United Nations Headquarters Board of Design
8805;American;Rafael Viñoly Architects
8811;Sconosciuta;Taller de Arquitectura
8822;Sconosciuta;Gregory Baird
8823;Sconosciuta;Rogelio Jimenez
8836;Spanish;Juan Herreros
8837;Spanish;Iñaki Ábalos
8838;Spanish;Abalos&Herreros, Madrid
8841;Swiss;Hugo Herdeg
8845;Austrian;Jacob Kohn
8855;Sconosciuta;Tod Williams Billie Tsien and Associates
8879;American;Massachusetts Institute of Technology, Cambridge, MA
8885;Sconosciuta;G. Geist
8886;Sconosciuta;J. Sawade
8902;American;Terence Riley
8928;Austrian;Coop Himmelbau
8933;Japanese;Yushi Uehara
8944;Sconosciuta;Dave Stewart
8958;Japanese;Kazuyo Sejima
8987;Japanese;Toyo Ito & Associates, Architects
8988;Italian;Renzo Piano
8996;Swiss;Alfred Roth
8998;Sconosciuta;Asymptote Architecture, New York
8999;Sconosciuta;Tiffany Studios, New York, NY
9000;Sconosciuta;Nuutajärvi Glass Works, Wärtsilä, Finland
9002;Italian;Danese S.r.l., Italy
9004;Sconosciuta;Cassina, S.p.A., Milan
9007;Sconosciuta;Bonniers, Inc., New York
9009;British;Slazengers Ltd., England
9010;Sconosciuta;Necchi, S.p.A., Pavia, Italy
9011;Sconosciuta;Werkstätte Carl Auböck, Vienna
9015;Sconosciuta;Poltronova, Italy
9016;Sconosciuta;Focus Belysning, Denmark
9018;Sconosciuta;Tupper Corporation, Farnumsville, MA
9019;Sconosciuta;Robinson, Lewis and Rubin, Inc., Brooklyn, NY
9020;Sconosciuta;AMAC Plastic Products Corp., Sausalito, California
9021;Sconosciuta;Thomas Der Rosenthal A.G., Selb, West Germany 
9022;Sconosciuta;Stirex Innovation AB, Spanga, Sweden
9024;Sconosciuta;Hedwin Corp., Baltimore, MD
9025;Sconosciuta;Oy Fiskars Ab, Helsinki
9026;Sconosciuta;Georg Jensen Sølvsmedie, Copenhagen, Denmark
9029;Sconosciuta;Fuso Gomu Ind. Co., Ltd., Tokyo
9031;Sconosciuta;Plastic Productions Co., Redwood City, CA
9032;Sconosciuta;Plastic Production Co., Redwood City, CA
9033;Sconosciuta;Helit, Ulm, Germany
9034;Sconosciuta;Mepalservice b.v. Lochem , The Netherlands
9035;Sconosciuta;Fratelli Guzzini, Italy
9036;Sconosciuta;Rosenthal Porzellan A.G., Selb, Germany
9037;American;Libbey Glass Company Division, Owens-Illinois Co., Toledo, OH, established 1818
9038;Sconosciuta;Cristalleria Nason e Moretti, Venezia-Murano, Italy
9040;Sconosciuta;Venini & Co., Murano, Italy
9042;Sconosciuta;Aoshima Shoten Co., Ltd., Japan
9058;Sconosciuta;Bauhaus, Dessau
9062;American;Westinghouse Electric & Mfg. Co., NY
9066;Sconosciuta;Neselco, Copenhagen
9072;Italian;Alias SpA, Bergamo, Italy
9078;Sconosciuta;C & B Italia, Como, Italy
9081;Swedish;AB Gustavsberg Fabriker, Sweden
9083;Italian;Brionvega S.p.A., Italy
9084;Sconosciuta;Treitel-Gratz Co., Inc., New York, NY
9088;Sconosciuta;Folmer Christensen, Vanlose, Denmark
9097;Sconosciuta;J.P. Kayser Sohn, Cologne
9100;Sconosciuta;Gavina, Italy
9101;Sconosciuta;Sculpture House, New York, NY
9102;Sconosciuta;Benedikt von Poschinger Kristallwarenfabric, Oberzwieslau, Germany
9103;Sconosciuta;Peter Hamburger Designs, New York, NY
9104;Sconosciuta;Zanotta S.p.A., Italy
9110;Sconosciuta;GNT Automatic A/S, Soeborg, Denmark
9112;Sconosciuta;Braun AG, Frankfurt, Germany, est. 1921
9113;Sconosciuta;Moss Tent Works, Camden, ME
9114;Sconosciuta;Kimura Glass Co. Ltd., Tokyo
9115;Sconosciuta;Louis Poulsen & Co., Copenhagen, Denmark
9118;Sconosciuta;Cini & Nils, Milan
9128;Sconosciuta;Heath Ceramics, Sausalito, CA
9130;Sconosciuta;Bruno Danese, Milan, Italy
9139;Sconosciuta;R.E.M. di Rossetti Enrico, Italy
9140;Sconosciuta;Terraillon S.L.R., Italy
9143;Sconosciuta;Gufram S.R.L., Italy
9150;Japanese;Unknown Japanese Manufacturer
9154;Sconosciuta;George Kovacs, Lighting Inc., New York, NY
9156;Sconosciuta;Vereinigte Lausitzer Glaswerke A.G., Weisswasser, Germany
9160;American;Unknown American Manufacturer
9163;Sconosciuta;Aurora S.p.A., Torino, Italy
9168;American;Alfred H. Barr, Jr.
9175;Sconosciuta;Sitterle Ceramics, Croton Falls, NY
9177;Sconosciuta;Flexform, Italy
9178;Sconosciuta;Habitat, Inc., New York, NY
9179;American;American Optical Corp., Southbridge, MA
9184;Sconosciuta;Cleto Munari, Venice
9188;Sconosciuta;Wiener Werkstätte, Vienna
9191;Sconosciuta;C. Hugo Pott, Solingen, Germany
9194;Sconosciuta;Herman Miller Furniture Co., Zeeland, MI
9197;Sconosciuta;Vortice Elettrosociali, S.p.A., Italy
9199;Sconosciuta;Bang & Olufsen, Struer, Denmark
9202;Sconosciuta;Iittala Glassworks, Iittala, Finland
9206;Sconosciuta;S.M. Hexter Company
9210;Sconosciuta;Ceramic Japan Co. Ltd., Aichi-ken, Japan
9213;Sconosciuta;Lucie Rie Pottery, London
9216;American;Akzo Nobel Geosynthetics Company, Asheville, NC
9219;Italian;Kartell S.p.A., Milan, Italy
9220;Sconosciuta;Beylerian Ltd., New York, NY
9221;Italian;Flos S.p.A.
9222;American;Konwiser Inc., New York, NY
9224;Japanese;Nikon , Tokyo
9228;Sconosciuta;Elberel Italiana, Italy
9230;American;Revere Copper and Brass, Inc., Rome, NY
9231;Sconosciuta;Campeggi, Milan
9237;Sconosciuta;Matsushita Electrical Industrial Company, Osaka
9238;Sconosciuta;Nemo S.r.L., Rovallesca, Italy
9239;American;Eimer & Amend, New York, NY
9240;Sconosciuta;IBM, East Fishkill, NY
9241;American;International Business Machines Corp., Armonk, NY
9242;Sconosciuta;Bracciodiferro S.r.L., Genoa, Italy
9244;Sconosciuta;L. Anton Maix Fabrics, New York, NY
9246;Sconosciuta;Württembergische Metallwarenfabrik, Geislingen, Germany
9255;Sconosciuta;Staatliche Porzellan-Manufaktur, Berlin 
9257;Sconosciuta;Gerhardi & Co., Ludenscheid, Germany
9259;American;Ekco Products Co., Chicago, IL
9262;Sconosciuta;Elco Bellato, Venice
9263;Sconosciuta;Two's Company, Mount Vernon, NY
9264;Sconosciuta;Silkar Studios, New York, NY
9266;Sconosciuta;Lomonosov Porcelain Factory, Leningrad 
9269;Sconosciuta;SIG Workshop Co. Ltd., Ishikawa, Japan
9272;Sconosciuta;Ruppelwerk GmbH, Gotha, Germany
9276;Sconosciuta;Italjet S.p.A., Bologna
9277;Sconosciuta;J.P. Kayser-Sohn Krefeld-Brockman, Germany
9279;Sconosciuta;Glass Com Production, Kimura Glass Co. Ltd.,Tokyo
9280;Sconosciuta;Gebrüder Thonet A.G., Germany
9281;Sconosciuta;Poggi, Italy
9284;Sconosciuta;Laverne Originals, New York, NY
9286;Sconosciuta;Anoishi Saw Manufacturing Co., Japan
9289;Sconosciuta;Cappellini S.p.A., Milan, Italy
9292;Italian;Alessi S.p.A., Italy
9294;Sconosciuta;Artemide S.p.A., Milan, Italy
9300;Sconosciuta;Iittala, New York, NY
9304;American;Synthetic Industries, Chattanooga, TN
9305;American;Seneca Glass Co.
9307;Sconosciuta;Bauhaus Metal Workshop, Germany
9308;Sconosciuta;Knoll Associates, New York, NY
9310;Sconosciuta;Metallwerkstätte, Staatliches Bauhaus, Germany
9311;Sconosciuta;Svenska Artek, Hedemora, Sweden
9312;Sconosciuta;Isabel Scott Fabrics, New York, NY
9316;Sconosciuta;Baralan International S.p.a. Containers for the Cosmetic Industry
9318;Sconosciuta;Estler-Regale G.m.b.H., Berlin
9325;Sconosciuta;Japan Victor Corporation , Japan
9331;Finnish;Arabia, Wärtsilä Ab, Helsinki, Finland
9337;Sconosciuta;Torben Örskov & Co. A/S, Copenhagen
9339;American;Coors Porcelain Co., Golden, CO
9341;Sconosciuta;The Knoll Group, New York, NY
9342;German;Hoechst Trevira GmbH
9345;German;Allgemeine Elektricitäts Gesellschaft , Germany
9347;Sconosciuta;J. & L. Lobmeyr, Vienna
9348;Sconosciuta;Evans Products Co., Molded Plywood Div., Venice, CA
9354;Sconosciuta;Fritz Hansen
9356;Sconosciuta;Hats Incredible, Inc., Braintree, MA
9358;Sconosciuta;Knoll Textiles, New York, NY
9361;Sconosciuta;Knoll International, Inc., New York, NY
9362;Sconosciuta;Dovoplast, Vienna
9367;Sconosciuta;Printex Corporation of America, Ossining, NY
9381;Sconosciuta;Gebrüder Thonet, Vienna, Austria
9384;Sconosciuta;Laverne Inc., New York, NY
9386;Sconosciuta;Bent Nobert MDD Industrial Design APS
9389;Sconosciuta;Kandya, England
9391;Sconosciuta;Svenskt Tenn, Stockholm
9392;American;The Watertown Manufacturing Co., Watertown, CT
9393;Sconosciuta;Angelo Testa Co., Chicago
9396;Sconosciuta;Mobles 114
9397;Sconosciuta;Design House Stockholm AB, Stockholm
9399;Sconosciuta;Zenith Radio Corporation, Chicago, IL
9400;Sconosciuta;Easy Edges Inc.
9401;Sconosciuta;Luceplan, S.p.A., Italy
9403;Sconosciuta;Fasem International srl, Vicopisano, Italy
9404;American;University of California Los Angeles Team
9405;Sconosciuta;Chemex Corp., New York, NY
9406;German;Hilde Hubbuch
9407;Sconosciuta;San Lorenzo SRL
9409;Sconosciuta;Danese S.r.l., Italy
9418;Sconosciuta;Stendig, Inc., New York, NY
9419;Sconosciuta;Alberto Bazzini, Milan, Italy
9423;Sconosciuta;Driade S.p.A., Italy
9424;Sconosciuta;Firma Karl Mathsson, Varnamo, Sweden
9427;Sconosciuta;FlosUSA, Huntington Station, NY
9431;Sconosciuta;OWO , Brie-Comte-Robert, France
9433;Sconosciuta;Aram Designs Ltd., London
9436;Sconosciuta;Officina Alessi, Italy
9439;Sconosciuta;OWO, Montfort-l'Amaury, France
9441;Sconosciuta;Ritz-Italora, Milan, Italy
9442;German;Agfa-Gevaert AG, Munich
9444;Sconosciuta;B & B Italia, S.p.A., Como, Italy
9447;Sconosciuta;Ing C. Olivetti & C., S.p.A., Ivrea, Italy
9448;Sconosciuta;Ing. C. Olivetti & C. S.p.A., Ivrea, Italy
9454;British;Unknown British Manufacturer, England
9456;Sconosciuta;Haagsche Plateelbakkerig Rozenburg, The Hague
9457;Sconosciuta;Dorothy Liebes Textiles Inc., New York, NY
9460;Czechoslovakian;Unknown Czechoslovakian Manufacturer
9461;Sconosciuta;Heller, New York, NY
9465;German;Alfi, Wertheim, Germany
9466;Sconosciuta;Tigrett Enterprises, Chicago, IL
9467;Sconosciuta;Thomson Consumer Electronics, France for Saba, France
9471;Sconosciuta;Braquette, Inc., New York, NY
9475;Sconosciuta;Berthold Palme, Czech Republic
9478;Sconosciuta;Ficks Reed Co., Cincinnati, OH
9481;Sconosciuta;Brunschwig & Fils, New York, NY
9483;German;Unknown German Manufacturer
9484;Sconosciuta;Vitra AG, Switzerland
9491;American;Joaquin Pottery Co., Stockton, CA
9495;Sconosciuta;Kosta Glasbruk, Sweden
9502;Sconosciuta;Artek-Pascoe, Inc., New York, NY
9506;American;Blenko Glass Co., Inc., Milton, WV
9508;Sconosciuta;Stadler Werkstätten, Nonnenhorn, Germany
9511;Sconosciuta;The Isokon Furniture Company, London
9512;Sconosciuta;Superior Toy and Mfg., Co., Chicago, IL
9519;American;Shoe Form Co., Inc., Utility Box Div., Auburn, NY
9522;Italian;Alessi, Crusinallo, Italy
9527;Sconosciuta;Klise Manufacturing Co., Grand Rapids, MI
9529;Sconosciuta;Chas. D. Briddell, Inc., Crisfield, MD
9548;Sconosciuta;Flos USA
9550;American;W.R. Case & Sons Cutlery Co., Bradford, PA
9552;Sconosciuta;Nessen Studio, Inc. , New York
9554;Sconosciuta;Crayonne Ltd., Sudbury-on-Thames, England
9555;Sconosciuta;Technics, Secaucus, NJ
9556;Sconosciuta;France Fluocaril
9557;Sconosciuta;Mardigian Corp., Detroit, MI
9561;Sconosciuta;W. Rosenlew and Co., Finland
9562;American;Imperial Glass Corp., Bellaire, OH
9567;Sconosciuta;Johannes Hansen, Denmark
9569;American;Kensington, Inc., New Kensington, PA
9571;Japanese;Kaneko Orimono Co., Ltd., Gumma, Japan
9572;Sconosciuta;Kimura Senko Co., Ltd., Shinga, Japan
9573;Sconosciuta;Mitasho Co., Ltd., Gunma, Japan
9575;American;Landers, Frary & Clark, New Britain, CT
9576;Sconosciuta;NUNO Corporation, Tokyo, Japan
9577;Sconosciuta;Umentani Craft, Kyoto
9578;American;Lenox, Inc., Trenton, NJ
9580;Italian;Seguso S.R.L., Murano, Italy
9581;Japanese;Sakase Adtech Co., Fukui, Japan
9584;Sconosciuta;Klearflax Linen Looms Inc.
9585;Japanese;Urase Co., Ltd., Fukui, Japan
9586;Sconosciuta;Yamazaki Vellodo Co., Ltd.
9589;Sconosciuta;Tsuguo Co., Ltd., Yamanashi, Japan
9590;Sconosciuta;Evans Products Co., Venice, California
9592;Sconosciuta;S. Yoshimura Co., Ltd., Fukui City, Japan
9594;Sconosciuta;Marrell Studios, San Francisco, CA
9595;Sconosciuta;Seiren Co., Ltd., Fukui, Japan
9600;Sconosciuta;Tiffany Glass & Decorating Co., New York, NY
9602;Sconosciuta;Lenore Tawney, New York, NY
9604;Sconosciuta;The Gorham Co., Providence, RI
9607;Sconosciuta;Werkstätten Karl Hagenauer, Vienna
9608;Sconosciuta;General Lighting Co., Brooklyn, NY
9609;American;Harvill Corp., Los Angeles, CA
9611;Sconosciuta;R.A. Frederick Co.
9616;Sconosciuta;The Hobart Manufacturing Company, Troy, Ohio, established 1897
9618;Russian;Unknown Russian manufacturer
9620;Sconosciuta;BP Solar , Aylesbury, England
9626;Sconosciuta;Metal-Lite Products, Inc., Bay City, MI
9627;Sconosciuta;Sony Corporation of America, Park Ridge, NJ
9629;Czech;G.M. Thurnauer Co., Czechoslovakia
9632;Sconosciuta;Neuzeughammer Ambosswerk, Austria
9633;Sconosciuta;Yamaha Corporation, Hamamatsu, Japan
9641;Sconosciuta;Vitra International AG
9646;Sconosciuta;Embru-Werke Mantel & Cie., Rüti, Switzerland
9647;Japanese;NEC Corporation
9650;Sconosciuta;Tiroler Glashütte, Claus Joseph Riedel K.G., Kufstein/Tirol, Austria
9656;Sconosciuta;Gaudí's Workshop
9661;Sconosciuta;Emor Radio Company, Ltd., England
9663;Sconosciuta;Karhula Glassworks, Finland
9674;Sconosciuta;Rookwood Pottery, Cincinnati, OH
9677;German;Lohmann GmbH and Co., Neuwield, Germany
9678;Sconosciuta;Liberty & Co., Ltd., London
9679;Sconosciuta;Vereinigte Werkstätten für Kunst im Handwerk, Munich
9682;French;Daum Frères, Nancy, France
9686;Sconosciuta;Jaguar Ltd., Coventry, England
9688;Sconosciuta;Jenaer Glaswerk, Schott & Genossen, Jena, Germany
9691;Sconosciuta;Nakayamafuku Company, Ltd., Osaka
9692;Sconosciuta;Miyashin Co., Ltd., Tokyo
9693;Swedish;Karlsson & Nilsson, Sweden
9696;Sconosciuta;Popeet Container Corp., Verona, NJ
9698;Sconosciuta;Whitefriars Glassworks, England
9700;Sconosciuta;Kenco Products Corp., New Kensington, PA
9702;Sconosciuta;Heuer-Leonidas S.A., Bienne, Switzerland
9703;American;U.S. Armor Corporation
9705;Sconosciuta;Woodnotes Oy, Helsinki
9711;Sconosciuta;Bell Sports, Inc., California
9712;Belgian;N.V. Schlegel S.A., Gistel, Belgium
9716;Sconosciuta;Craftsman Workshops, Eastwood, New York
9719;Sconosciuta;Mindset Corporation, Sunnyvale, CA
9721;Sconosciuta;A. Michelsen Silversmith, Denmark
9723;Sconosciuta;I.P. Lunds, Denmark
9724;American;Lalance & Grosjean Mfg. Co., Woodhaven, NY
9725;Sconosciuta;Sears Roebuck Co., USA
9726;Sconosciuta;Robert Barber, Inc., New York, NY
9735;Sconosciuta;Dunbar Furniture Manufacturing Corp., Berne, IN
9739;Sconosciuta;Langbein, Giftwares Div., Brooklyn, NY
9740;Sconosciuta;Maison B. Bottet Père, Lyon
9747;Sconosciuta;Bell Helicopter Inc., Buffalo, NY
9751;Sconosciuta;Race Furniture Ltd., Sheerness, England
9752;Sconosciuta;INAX Corporation, Tokoname, Japan
9753;Sconosciuta;Widdicomb Furniture Co., New York, NY
9754;Sconosciuta;Wärtsilä-Koncernen AB, Notsjö Glasbruk, Finland
9755;Japanese;Toray Industries, Inc., Tokyo
9757;Sconosciuta;Joseph Franken Decorative Accessories, New York, NY
9759;Sconosciuta;Dansk Aluminum Industri N/S, Copenhagen, Denmark
9760;Sconosciuta;N.V. Koninklijke Nederlandse Glasfabriek, Leerdam, The Netherlands
9762;Sconosciuta;Lemurian Crafts
9765;French;André Giraud & Brousseau, Limoges, France
9766;Sconosciuta;Stede, Inc., Chicago
9768;American;Raymond Loewy
9770;Sconosciuta;The Hallicrafters Co., Chicago, IL
9772;Sconosciuta;Fabry Associates, Inc., New York, NY
9774;Sconosciuta;A. Bianchi srl/Bilumen, Milan
9775;American;McDonnell Aircraft Corp., St. Louis, MO
9777;Sconosciuta;Amefa Alpeldoornse, Apeldoorne, The Netherlands
9779;Sconosciuta;Kromex Sales Co., Cleveland, OH
9780;Sconosciuta;Porzellanfabrik, Arzberg, Germany
9782;Sconosciuta;ETAC, Sweden
9784;Swedish;Alsterfors, Sweden
9788;Sconosciuta;Tendo Co., Ltd., Tokyo
9789;Sconosciuta;Herman Miller, Inc., Zeeland, MI
9791;Sconosciuta;Bieffeplast S.p.A., Padua, Italy
9796;Sconosciuta;Haussmann & Haussmann, Zurich
9798;Sconosciuta;The Gillette Company, Boston, MA
9800;Sconosciuta;Carrollton Metal Products Company, Carrollton, OH
9821;Sconosciuta;Bruno Ninaber Van Eyben Design & Production, Boxtel, Holland
9822;American;Almo, New York
9830;American;Collins Tools
9832;American;Swift & Anderson, Inc., Boston, MA
9833;Swedish;RFSU Rehab, Stockholm, Sweden
9835;American;Sylvania Electric Products, Inc., New York, NY
9837;Sconosciuta;Bridges Musical Instruments, Canada
9842;Sconosciuta;Thonet Frères, Paris, France
9845;Japanese;Canon, Inc., Japan
9846;Sconosciuta;Swedese Mobler AB, Sweden
9861;Sconosciuta;Jacob & Josef Kohn, Vienna
9863;Sconosciuta;E. Bakalowitz Söhne, Vienna
9865;Sconosciuta;SIGG, Switzerland
9872;Sconosciuta;Stelton A/S, Copenhagen, Denmark
9875;Sconosciuta;Bang & Olufsen of America, Mount Prospect, IL
9878;Sconosciuta;Gerard van de Groenekan
9880;American;Cravell, Inc., Long Island, NY
9882;Sconosciuta;G. Soderstrom, Helsinki
9883;Sconosciuta;Creative Playthings, Princeton, New Jersey
9885;Sconosciuta;Kurt Versen Co., Englewood, NJ
9886;Sconosciuta;Gerber Legendary Blades, Portland, OR
9887;American;A.L. Hirsch & Co., New York, NY
9889;Sconosciuta;Viking Glass Co., New Martinsville, WV
9891;Sconosciuta;Menlo Textiles, Menlo Park, CA
9897;Sconosciuta;Maurice Rheims
9901;Sconosciuta;William Hutton & Sons, Sheffield, England
9903;Sconosciuta;Konrad König, Munich
9905;Sconosciuta;Frantz Hingelberg, Aarhus, Denmark
9911;Sconosciuta;Dresdner Werkstätten für Handwerkskunst, Dresden
9917;American;Louisville Tackle Co., Louisville, KY
9919;Sconosciuta;The Silex Company Boston, MA 
9923;Sconosciuta;Markle Featherlite Products Corp., Rochester , MI
9931;Sconosciuta;The Van Dorn Iron Works Co., Cleveland, OH
9932;Sconosciuta;Deutsche Werkstaetten GmbH, Hellerau, Germany
9933;Sconosciuta;Deutsche Werkstätten für Handwerkskunst, Germany
9941;Swedish;Nybro, Sweden
9948;Sconosciuta;Iroquois China Co., Syracuse, NY
9951;American;The Yale & Towne Mfg. Co., Stamford, CT
9952;Sconosciuta;Schwintzer & Gräff, Berlin
9953;American;American Steel & Wire Co., Worcester, MA
9954;Sconosciuta;Telex Electro Acoustic Division
9958;American;Aluminum Company of America, Pittsburgh, Pennsylvania
9961;Sconosciuta;Riverside China, Riverside, CA
9962;Sconosciuta;Körtig & Matthiesen, Leipzig, Germany
9968;Sconosciuta;Bauhaus Weaving Workshops, Weimar
9970;Sconosciuta;Karhula-Iittala, Iittala, Finland
9971;American;Warehouse Point Co., Warehouse Point, CT
9972;American;Hemco Plastics Div. of Bryant Electrical Co., Bridgeport, CT
9973;American;Eliot Noyes and Associates
9979;Sconosciuta;Asko, Lahti, Finland
9980;Sconosciuta;Authentics artipresent GmbH, Germany
9983;Sconosciuta;Unifor S.p.A., Turate, Italy
9984;Sconosciuta;The Hartford Products Corp., Chicago, IL
9985;Sconosciuta;Ansa Bottle Company, Inc., Muskogee, OK
9988;Sconosciuta;Porzellanfabrik, Schoenwald, Germany
9989;Sconosciuta;E. Kold Christensen, Copenhagen, Denmark
9995;Italian;Alessi Fratelli S.p.A., Crusinallo, Italy
9998;Sconosciuta;Hospitalsartikler A/S, Solberg, Denmark
10001;Sconosciuta;Tecno S.p.A., Milan
10004;Sconosciuta;Carl Hansen and Son, Odense, Denmark
10009;Sconosciuta;New City Editions, Venice, CA
10010;Sconosciuta;Hudson Fixtures, USA
10012;Sconosciuta;Hall's Wheels, Cambridge, MA
10013;Sconosciuta;Hall China Co., East Liverpool, OH
10014;Sconosciuta;Mutual Sunset Lamp Mfg. Co., New York, NY
10016;American;Intel Corporation, Santa Clara, CA
10022;American;Stanley-Bostitch
10024;Sconosciuta;Wohnbedarf AG, Zürich
10026;Sconosciuta;Rudolf Held, Schelklingen, Germany
10027;American;The Aluminum Cooking Utensil Co., New York, NY
10029;Sconosciuta;Küschall of America, Camarillo, CA
10030;Sconosciuta;Antiference Ltd., Aylesbury, England
10031;Sconosciuta;Prophylactic Brush Co., Prolon Div., Florence, MA
10032;Sconosciuta;Olivetti Underwood Corporation, New York, NY
10033;Sconosciuta;Design M Ingo Maurer GmbH, Munich
