id;Nazionalità;Nome
5526;American;Keith Sonnier
5527;Japanese;Sumi Sonobe
5528;American;Wayne Sorce
5529;Danish;Jørgen Haugen Sørensen
5530;Mexican;Juan Soriano
5531;Russian;Savely Sorine
5533;American;Steven Sorman
5534;Hungarian;László Sós
5535;Venezuelan;Jesús Rafael Soto
5536;Italian;Ettore Sottsass
5537;Russian;Sergei Soudeikine
5538;French;Pierre Soulages
5541;American;Southworth and Hawes
5543;French;Chaim Soutine
5544;Swiss;Louis Soutter
5545;American;Al Souza
5547;Czech;Pravoslav Sovak
5548;American;Moses Soyer
5549;American;Raphael Soyer
5550;Italian;Luigi Spacal
5551;Italian;Giuseppe Spagnulo
5552;American;Gregory Spaid
5553;American;Marko Spalatin
5554;American;Merle Spandorfer
5555;American;Michael Spano
5556;American;Elizabeth Sparhawk-Jones
5557;American;Paul Sparks
5558;American;Gil Spear
5559;American;Eugene Speicher
5560;American;Andrew Spence
5561;American;Niles Spencer
5562;British;Stanley Spencer
5563;American;Nicholas Sperakis
5564;American;Nancy Spero
5565;American;Alan Spigelman
5566;Argentine;Lino Eneas Spilimbergo
5567;American;Paul Spina
5568;American;Serge Spitzer
5569;Swiss;Daniel Spoerri
5570;German;Hans Jurgen Spohn
5571;British;Walter E. Spradbery
5572;German;Ferdinand Springer
5573;American;Charles W. Springman
5574;American;Benton Spruance
5575;American;Everett Spruce
5576;Australian;Stephen Spurrier
5577;Argentine;Carlos Maria Miguel Squirru
5578;Polish;Jerzy Srokowski
5579;American;St. Armand
5580;American;Friedrich St. Florian
5581;American;J. Allen St. John
5583;American;Peter Stackpole
5585;German;Erich Walter Stadler
5586;German;Hans Staeger
5587;American;A. H. Staf
5588;American;Lawrence Stafford
5589;German;Otto Arpke
5590;American;Paul Stahr
5591;American;Paul Staiger
5592;Polish;Marcin Stajewski
5593;Swedish;Carl-Harry Stålhane
5594;American;Eric Staller
5595;American;Jan Staller
5596;American;Ted Stamm
5597;American;Theodoros Stamos
5598;British;Percy Stamp
5599;American;Julian Stanczak
5600;Polish;Eugeniusz Stankiewicz
5601;American;Richard Stankiewicz
5603;American;Robert Stanley
5605;American;Larry Stark
5606;German;Ottomar Starke
5607;Polish;Franciszek Starowieyski
5609;American;Andrew Stasik
5610;American;David Staub
5611;unknown;Alex R. Stavenitz
5612;Greek;Nikos Stavroulakis
5613;Polish;Henryk Stazewski
5614;German;Inge Steckert
5615;British;W. J. Steegles
5616;American;Kim Steele
5617;American;Vernon P. Steele
5618;American;Bernard Steffen
5619;German;Hans Hermann Steffens
5620;American;J. L. Steg
5621;German;Milly Steger
5622;British;Harold Steggles
5623;American;Edward Steichen
5625;French;Joël Stein
5626;American;Walter Stein
5627;American;Saul Steinberg
5628;Swiss;Steiner
5629;American;Michael Steiner
5630;American;Paul Steiner
5631;American;Ralph Steiner
5632;German;Otto Steinert
5633;Israeli;Jakob Steinhardt
5634;French;Théophile-Alexandre Steinlen
5635;American;Joe Steinmetz
5636;American;Mark Steinmetz
5637;American;Pat Steir
5638;Sconosciuta;Heinrich Steiuer
5639;Argentine;Juan Carlos Stekelman
5640;American;Frank Stella
5641;American;Joseph Stella
5642;Russian;Vladimir Stenberg
5643;Russian;Varvara Stepanova
5644;American;Gary Stephan
5645;French;Stephany
5646;Danish;Magnus Stephensen
5647;American;David Stephenson
5648;American;David Sterenberg
5649;American;Joseph Sterling
5650;American;Bert Stern
5651;American;Marina Stern
5652;American;Harry Sternberg
5653;American;Hedda Sterne
5654;American;Maurice Sterne
5655;American;Albert Sterner
5656;American;Joel Sternfeld
5657;American;Florine Stettheimer
5658;American;Louis Stettner
5659;unknown;Stevens
5660;British;Norman Stevens
5661;American;Rex A. Stevens
5664;American;Alfred Stieglitz
5665;American;Clyfford Still
5666;Finnish;Nanny Still
5667;American;William James Stillman
5668;British;James Stirling
5669;American;Mark Stock
5670;Finnish;Stockmarr
5671;Swiss;Niklaus Stoecklin
5673;German;Walter Stöhrer
5674;American;Ezra Stoller
5675;Swiss;Gunta Stölzl
5676;American;Edward Durell Stone
5677;American;Jim Stone
5678;American;Marly Stone
5679;American;David Storey
5681;American;John Storrs
5682;American;Lou Stoumen
5683;American;Myron Stout
5684;American;John Stram
5685;American;Paul Strand
5686;American;Frank D. Stratton
5687;German;Karl Ludwig Straub
5688;French;Théodore  Strawinsky
5689;American;Thelma Johnson Streat
5690;American;Tal Streeter
5691;German;Max Arthur Stremel
5692;American;Marianne Strengell
5693;Austrian;Oskar Strnad
5694;Swedish;Gerda Strömberg
5695;American;James Strombotne
5696;American;Jonathan W. Strong
5697;American;F. Strothmann
5698;German;Hermann Struck
5699;American;Karl Struss
5700;Polish;Wladyslaw Strzemiński
5701;Irish;Ian Stuart
5702;American;Michelle Stuart
5703;British;A. Stuart-Hill
5704;German;Fritz Stuckenberg
5705;Polish;Stanislaus Stückgold
5706;British;Studio
5707;Italian;Studio Opi
5708;Italian;Studio Tg
5709;Polish;Juliusz Studnicki
5710;American;Walter Stuempfig
5711;American;Jock Sturges
5712;American;Jan Stussy
5713;Czech;Jindřich Štyrský
5714;German;Harry Suchland
5715;Czech;Josef Sudek
5716;American;Richard Tum Suden
5717;French;Jean-Pierre Sudre
5718;Russian;Nikolai Suetin
5719;Japanese;Kumi Sugaï
5720;American;George Sugarman
5721;Japanese;Hiroshi Sugimoto
5722;Japanese;Tsune Sugimura
5723;American;Louis Sullivan
5724;American;Patrick J. Sullivan
5726;American;Donald Sultan
5727;American;Larry Sultan
5728;American;Martin Sumers
5729;American;Carol Summers
5730;American;Hugo Summerville
5731;American;H. Y. Sümmons
5732;Swedish;Britt-Louise Sundell
5733;Italian;Superstudio
5735;French;Léopold Survage
5736;German;Richard Süssmuth
5737;Yugoslav;Miroslav Sutej
5738;Swiss;Hugo Suter
5739;British;Graham Sutherland
5740;American;Ladislav Sutnar
5741;American;William B. Suttle
5742;American;William Stephen Sutton
5743;American;Mark di Suvero
5745;Japanese;Mutsumi Suzuki
5746;Japanese;Yoshio Suzuki
5747;Swedish;Max Walter Svanberg
5748;Swedish;Peter Svannäs
5749;American;Luke Swank
5750;American;George A. Swanson
5753;Polish;Waldemar Swierzy
5755;American;Henry F. Swift
5756;American;John Swope
5757;American;Maltby Sykes
5759;American;Joseph Szabo
5760;American;Steve Szabo
5761;French;Sam Szafran
5762;German;Karen Szekessy
5763;French;Geza Szobel
5764;Hungarian;István Szony
5765;Polish;Tomasz Szulecki
5766;Peruvian;Fernando Szyszlo
5767;American;Carol Block Taback
5768;Yugoslav;Ivan Tabakovic
5769;French;Maurice Tabard
5770;American;Isaiah West Taber
5771;Japanese;Jun Tabohashi
5772;Japanese;Yudio Tabuchi
5773;Japanese;Yasse Tabuchi
5774;American;Augustus Vincent Tack
5775;Japanese;Kenji Tadamoto
5776;Japanese;Tadasky 
5777;Swiss;Sophie Taeuber-Arp
5778;German;Walter Tafelmaier
5779;Swedish;Tägtström
5781;American;Shinkichi G. Tajiri
5782;Japanese;Takahama Kazuhide
5783;Japanese;Rikio Takahashi
5784;American;Peter Takal
5785;Japanese;Jiro Takamatsu
5787;Japanese;Takeshi Imaji
5789;French;Takis
5790;French;René Pierre Tal-Coat
5791;British;William Henry Fox Talbot
5792;American;John Talleur
5793;American;Reuben Tam
5795;Mexican;Rufino Tamayo
5796;Finnish;Olli Aninbaum
5797;Japanese;Shigeru Tamura
5798;Japanese;Shisui Tanahashi
5799;Japanese;Atsuko Tanaka
5800;Japanese;Ikko Tanaka
5801;Japanese;Tokutaro Tanaka
5803;Italian;Tancredi
5804;American;Yves Tanguy
5805;American;Richard Taninbaum
5806;American;Dorothea Tanning
5807;American;Mark Tansey
5808;Argentine;Jorge Tapia
5809;Spanish;Antoni Tàpies
5810;Italian;Leopoldo Tartarini
5811;Russian;Vladimir Tatlin
5812;French;Taupin
5813;Italian;Vittorio Tavernari
5814;American;Lenore Tawney
5815;American;Al Taylor
5816;American;Jack Taylor
5817;American;Prentiss Taylor
5818;Canadian;Richard Taylor
5819;American;Terrance Nelson Taylor
5820;Russian;Sergei Vasilevich Tchekonine
5821;American;Pavel Tchelitchew
5822;French;J. A. Boiffard Tchimoukow
5823;Polish;Jerzy Tchorzewski
5824;American;Walter Dorwin Teague
5825;Mexican;Tebo 
5826;Czech;Karel Teige
5827;Haitian;Hervé Télémaque
5829;Chilean;Eugenio Tellez
5830;Italian;Franco Teodoro
5831;Russian;Georgiy Teptsov
5832;American;Rouben Ter-Arutunian
5833;Japanese;Teratani Keijiro
5834;Mexican;Eduardo Terrazas
5835;French;Emilio Terry
5836;American;Edmund Teske
5837;American;Peter Teubner
5838;German;Walther Teutsch
5839;Israeli;Nahum Tevet
5840;French;Félix Teynard
5843;American;Bob Thall
5844;Spanish;Joan Josep Tharrats
5846;American;Julia Thecla
5847;Swedish;Pär G. Thelander
5848;French;Francois Thépot
5849;American;Wayne Thiebaud
5850;French;E. Thiebault
5851;French;Monsieur Thiebault
5852;French;Félix Thiollier
5853;German;Hans Thoma
5854;American;Byron Thomas
5856;Swiss;André Thomkins
5857;British;Thompson
5858;American;Bob Thompson
5859;American;Francis Thompson
5860;American;Jerry L. Thompson
5861;American;Mildred Thompson
5862;American;William Thompson
5863;British;John Thomson
5865;Austrian;Gebrüder Thonet, company design
5866;Austrian;Michael Thonet
5867;Swedish;Esias Thoren
5868;American;Leslie Thornton
5869;American;James Thurber
5870;American;Kn Thurlbeck
5871;Norwegian;Øistein Thurman
5873;American;George A. Tice
5874;Israeli;Anna Ticho
5875;unknown;Rolf Tietgens
5876;American;Louis Comfort Tiffany
5877;American;Sidney Tillim
5878;British;William Tillyer
5879;British;Joe Tilson
5880;American;Elizabeth Timberman
5881;American;Walasse Ting
5882;Swiss;Jean Tinguely
5883;British;Bruce Tippett
5884;American;William Tipton
5885;French;Henriette Tirman
5886;Yugoslav;Zdravko Tisljar
5887;French;Gérard Titus-Carmel
5888;American;Hap Tivey
5889;American;Mark Tobey
5890;Japanese;Masatoshi Toda
5891;American;Charles S. Todd
5892;Mexican;Francisco Toledo
5893;Swedish;Hans Tollin
5894;Polish;Henryk Tomaszewski
5895;Japanese;Shomei Tomatsu
5896;American;Bradley Walker Tomlin
5898;Dutch;Kristians Tonny
5899;Spanish;Tontsere
5900;American;George Tooker
5901;Dutch;Jan Toorop
5902;French;Roland Topor
5903;Chilean;Mario Toral
5904;American;Helen Torr
5907;Uruguayan;Joaquín Torres-García
5908;Hungarian;Endre Tót
5909;American;Carl Toth
5910;French;Henri de Toulouse-Lautrec
5911;Moroccan;William N. Touzani
5912;American;Harold Tovish
5913;Canadian;Harold Barling Town
5914;American;Hugh Townley
5915;unknown;Townsend
5916;Czech;Toyen 
5917;Japanese;Tomonori Toyofuku
5918;German;Karl Trabert
5920;American;Trace And Warner
5921;American;Neil Trager
5922;American;Philip Trager
5923;American;Michael Train
5924;American;Walter G. Treadwell
5925;American;Steven Trefonides
5926;American;Marc Treib
5927;American;Adolph Treidler
5928;American;Joyce Treiman
5929;Dutch;Otto Treumann
5930;British;Julien Trevelyan
5932;German;Hann Trier
5933;German;Rosemarie Trockel
5934;German;Rudi Tröger
5935;German;Heinz Trökes
5936;French;Henri Tronquoy
5937;French;Clovis Trouille
5938;American;Ernest  Trova
5939;American;David Trowbridge
5940;Swiss;Niklaus Troxler
5941;Norwegian;Knut Troysaa
5942;French;Louis-Abel Truchet
5943;American;David True
5944;American;Van Day Truex
5945;American;Anne Truitt
5947;German;Georg Trump
5948;Icelandic;Nina Tryggvadottir
5949;American;Donna Tryon
5950;American;George Tscherny
5951;Swiss;Jan Tschichold
5952;Czech;Augustin Tschinkel
5953;Austrian;Oswald Tschirtner
5954;Swiss;Lill Tschudi
5955;Japanese;Tokiyoshi Tsubouchi
5956;Japanese;Hiromi Tsuchida
5957;Japanese;Hajime Tsuchisaki
5958;Japanese;Tsuchiya Rakusan
5959;Japanese;Akihiko Tsukamoto
5960;Australian;Albert Tucker
5961;British;Nicolas Tucker
5962;American;Toba Tucker
5963;American;William Tucker
5964;Canadian Inuit;Akesuk Tudlik
5965;American;Rafael Tufiño
5966;Swiss;Jakob Tuggener
5967;American;Thomas Tulis
5968;Israeli;Igael Tumarkin
5969;British;John Tunnard
5970;American;Earl S. Tupper
5971;American;Albert Angus Turbayne
5972;Italian;Giulio Turcato
5974;Slovenian;Marko Turk
5975;British;William Turnbull
5976;Mexican;Roberto Turnbull Buenrostro
5977;unknown;Turner
5978;American;Alwyn Scott Turner
5979;American;Alan Turner
5980;British;Benjamin Brecknell Turner
5981;American;James Turrell
5982;American;Anne Turyn
5983;American;Richard Tuttle
5984;Russian;Léon H. Tutundjian
5985;German;Guenter Tuzina
5986;Norwegian;Vilhelm Tveteraas
5987;American;Stanley Twardowicz
5988;American;Cy Twombly
5989;American;Jack Tworkov
5990;Russian;Alexei Alexandrovich Tyapushkin
5992;American;Richard Tyler
5993;Russian;Nikolai Andreevich Tyrsa
5994;Belgian;Edgard Tytgat
5997;Belgian;Raoul Ubac
5998;American;Ansei Uchima
5999;German;Günther Uecker
6000;Japanese;Shoji Ueda
6001;American;Jerry Uelsmann
6002;German;Maria Uhden
6003;Swedish;Ulla af Ugglas
6004;American;Doris Ulmann
6005;German;Timm Ulrichs
6006;German;Umbo 
6008;American;Underwood and Underwood
6009;American;G. F. Underwood
6010;British;Hans Unger
6011;unknown;Unknown Designer
6013;French;Unknown Designer
6014;German;Unknown Designer
6015;Dutch;Unknown Designer
6016;Italian;Unknown Designer
6017;Mexican;Unknown Designer
6018;Swedish;Unknown Designer
6019;Swiss;Unknown Designer
6020;British;Unknown Designer
6021;American;Unknown Designer
6024;British;Unkn Graph Art/des - British
6025;Russian;Unkn Graph Art/des - Russian
6026;unknown;Unknown Artist
6030;American;Unknown Artist
6031;Sconosciuta;Unknown sculptor
6032;American;Unknown Graphic Artist
6033;German;Max Unold
6034;American;Richard Upton
6035;American;José Urbach
6036;American;Albert Urban
6037;American;Reva Urban
6038;Polish;Maciej Urbaniec
6039;Italian;Graziella Urbinati
6040;Canadian;Tony Urquhart
6041;Argentine;Demetrio Urruchúa
6042;Peruvian;Mario Urteaga
6043;Japanese;Kenji Ushiku
6044;Japanese;Kaworu Usui
6045;Russian;Ilya Utkin
6046;French;Maurice Utrillo
6047;American;Burk Uzzle
6048;American;John Vachon
6049;American;Polygnotos G. Vagis
6050;American;Laurence Vail
6051;American;Roger Vail
6052;Argentine;Aida Vaisman
6053;American;Meyer Vaisman
6054;Russian;Boris Vako
6055;French;Suzanne Valadon
6056;French;Valdo-Barbey 
6057;American;Alfredo Valente
6058;British;James Valentine
6059;Italian;Walter Valentini
6060;American;James Valkus
6061;French;Vallauris
6062;Italian;Gino Valle
6064;French;Félix Vallotton
6065;French;Louis Valtat
6066;American;Philip Van Aver
6067;American;Richard Van Buren
6068;Belgian;Henry Clemens van de Velde
6069;Dutch;Roland van den Berghe
6070;Dutch;Ed van Der Elsken
6071;Dutch;Piet van der Have
6072;Dutch;Bart Van Der Leck
6073;Dutch;Frans van der Steen
6074;American;James Van Der Zee
6075;American;James Van Dijk
6076;Dutch;Theo van Doesburg 
6077;French;Kees van Dongen
6078;American;Willard Van Dyke
6079;Dutch;Ger van Elk
6080;American;Jay Van Everen
6081;Dutch;Jan L. A. van Goethem
6083;Dutch;Diederick Van Kleef
6085;Dutch;Willem van Leusden
6086;Dutch;J. E. van Lint
6087;Dutch;Wim van Stek
6088;American;R. H. Vance
6089;American;William Vandivert
6090;American;Julius Vannerson
6091;Belgian;Georges Vantongerloo
6093;Israeli;Yarom Vardimon
6094;unknown;Luis Vargas
6098;Danish;Various Artists
6099;French;Various Artists
6101;Haitian;Various Artists
6102;Italian;Various Artists
6103;Mexican;Various Artists
6104;unknown;Various Artists
6105;American;Various Artists
6106;Russian;Various Artists
6107;Various;Various Artists
6109;French;Victor Vasarely
6110;Danish;Sigurd Vasegaard
6111;Russian;Yuri V.  Vasiliev
6112;Iranian;Mohsen Vaziri Moghaddam
6113;American;Gene Vass
6114;British;Keith Vaughan
6115;French;Ben Vautier
6116;French;Eugène Charles Paul Vavasseur
6117;Danish;Kristian Vedel
6118;Russian;Alexander Semenovitch Vedernikov
6119;Italian;Emilio Vedova
6120;Argentine;Jorge de la Vega
6121;unknown;Harriet M. Veissi
6123;Finnish;Jukka Veistola
6124;Dutch;Bram van Velde
6125;Yugoslav;Vladimir Velickovic
6126;American;Ruth Velissaratos
6127;French;Bernar Venet
6128;American;Michael Venezia
6129;Italian;Paolo Venini
6130;Italian;Venna
6131;American;Anita Ventura
6132;American;Robert Venturi
6133;French;Paul Véra
6134;American;JoAnn Verburg
6135;Austrian;André Verlon
6136;Italian;Luigi Veronesi
6137;Argentine;Raúl Veroni
6138;American;Kurt Versen
6139;Russian;Aleksandr Vesnin
6140;Italian;Renzo Vespignani
6141;American;Michael Vessa
6142;American;David Vestal
6143;German;Heinz Veuhoff
6144;Chilean;Ivan  Vial
6145;French;Claude Viallat
6146;Italian;Alberto Viani
6147;American;Esteban Vicente
6150;French;Roger Vieillard
6151;American;Constance Brenner Vieira Da Cunha
6152;French;Maria Helena Vieira da Silva
6153;French;Jean-Pierre Vielfaure
6154;American;Romas Viesulas
6155;Italian;Massimo Vignelli
6158;Spanish;Miguel Vilá
6159;Spanish;Juan Vila Vilacasas
6160;Spanish;Javier Vilato
6161;Chilean;Eduardo Vilches
6162;French;André Villeboeuf
6163;French;Jacques Villeglé
6165;French;Jacques Villon
6166;Russian;Victor Semenovich Vilner
6167;Haitian;René Vincent
6168;Italian;Lauretta Vinciarelli
6169;French;Claude Viseux
6170;American;Roman Vishniac
6171;Dutch;Carel Visser
6172;American;Carmel E. Vitullo
6173;Swiss;Carlo L. Vivarelli
6174;Italian;Giuseppe Viviani
6175;French;Louis Vivin
6176;American;Michael Vivo
6177;French;Maurice de Vlaminck
6178;Belgian;Lucien Vlerick
6179;German;Heinrich Vogeler
6180;American;Ruth Vollmer
6183;German;Monika Von Boch
6184;German;Baroness Elsa von Freytag-Loringhoven
6185;German;Priska Von Martin
6186;unknown;Otto Von Wätjen
6187;American;John Von Wicht
6188;American;Charmion von Wiegand
6189;Dutch;Friedrich Vordemberge-Gildewart
6190;German;Jan Voss
6191;German;Wolf Vostell
6192;Russian;Andrei Voznesensky
6193;American;Adam Clark Vroman
6194;French;Édouard Vuillard
6195;Yugoslav;Lazar Vujaklija
6196;French;Gérard Vulliamy
6197;unknown;Jean Vylen
6198;American;Vaclav Vytlacil
6200;Austrian;Ludwig Wachlmeier 
6201;American;Konrad Wachsmann
6202;American;M. Waddell
6203;American;Theodore Waddell
6204;American;Douglas Wadden
6205;British;Edward Wadsworth
6206;Swedish;Len Waernberg
6207;Dutch;Jaap Wagemaker
6208;German;Wilhelm Wagenfeld
6209;American;John F. Waggaman
6210;Austrian;Otto Wagner
6211;German;Wilhelm Wagner
6212;Yugoslav;Wagula
6213;French;Marcelle Wahl
6214;unknown;Diane Wakaski
6215;Japanese;Aijiro Wakita
6216;American;Robert Walch
6217;American;Sylvia Wald
6218;American;Paul Waldman
6219;American;Butch Walker
6220;British;John Walker
6221;American;Sandy Walker
6222;American;Todd Walker
6223;American;Abraham Walkowitz
6224;Austrian;August Walla
6225;American;Frank Wallace
6226;Canadian;John Wallace
6228;American;Don Wallance
6229;British;Alfred Wallis
6230;American;Edward Wallowitch
6231;American;William Walmsley
6232;Swiss;Karl Walser
6233;American;Bernard Walsh
6234;American;Carl Walters
6235;American;Ernest Walters
6236;American;Eugene Walters
6237;American;Jo Ann Walters
6238;Swiss;Gene Walther
6239;British;Allan Walton
6240;Dutch;Nicolaas  Warb
6241;American;Jim Ward
6242;American;Velox Ward
6243;American;Frederick Wardy
6244;American;John D. Wareham
6246;American;Andy Warhol
6247;American;William Warnecke
6248;French;Henry de Waroquier
6249;American;Dody Weston Thompson
6250;Polish;Marian Warzecha
6251;American;Bradford Washburn
6252;Swiss;Wasserman
6253;Japanese;Yukichi Watabe
6254;Japanese;Ryo Watanabe
6255;Japanese;Sadao Watanabe
6256;Japanese;Yoshio Watanabe
6257;American;Neil S. Waterman
6258;American;E. K. Waters
6260;American;Carleton E. Watkins
6261;American;Franklin Chenault Watkins
6262;American;Gilbert A. Watrous
6264;British;Brian J. Watson
6265;British;F. Marriott Watson
6266;British;S. Watson
6267;American;Eva Watson-Schütze
6268;American;Henning Watterston
6269;American;Robert Watts
6271;American;June Wayne
6272;American;Todd Webb
6273;American;Franklin Webber
6274;American;Hugo Weber
6275;American;Max Weber
6278;British;Josiah Wedgwood
6279;American;William Frederick Weege III
6280;American;Harry Mohr Weese
6281;American;William Wegman
6282;Danish;Hans Wegner
6283;German;Weigl-Waltl
6284;Danish;Svend Weihrauch
6285;American;Elbert Weinberg
6286;American;Helen Joy Weinberg
6287;American;Dan Weiner
6288;American;Lawrence Weiner
6289;Swiss;Wolfgang Weingart
6290;American;David Weinrib
6291;American;Joyce Weinstein
6292;American;John Spence Weir
6293;Austrian;Weisgerber
6294;Swiss;David Weiss
6295;American;John Joseph Weiss
6296;Swiss;Sabine Weiss
6297;unknown;Weissauer
6298;unknown;Ernest Weissman
6299;American;Susan Weitzman
6300;Austrian;Pepi Weixlgartner
6301;Polish;Mieczyslaw Wejman
6302;Polish;Stanislaw Wejman
6303;American;Roger Welch
6304;American;W. Archibald Welden
6305;American;Neil Welliver
6306;American;James L. Wells
6307;American;Lynton Wells
6308;American;Jack Welpott
6309;American;Stow Wengenroth
6311;American;Jane Wenger
6312;German;Wilhelm Wenk
6313;unknown;F. H. Wenzel
6314;German;Theodor Werner
6315;German;Wolfgang von Wersin
6316;American;John Wesley
6317;American;Henry Wessel, Jr.
6318;American;Tom Wesselmann
6319;American;Levon West
6321;American;Timothy West
6322;American;H. C. Westermann
6326;unknown;Terence Westmacott
6327;American;Brett Weston
6329;American;Edward Weston
6330;American;Harold Weston
6331;Swedish;Bengt Westrell
6332;German;Stefan Wewerka
6333;American;Dennis Wheeler
6335;American;John Adams Whipple
6336;American;James McNeill Whistler
6337;British;Rex Whistler
6338;American;Clarence H. White
6339;American;Charles White
6340;British;Henry White
6341;American;Linda White
6342;American;Minor White
6343;American;Neal White
6344;American;Stephen White
6346;American;Walter Whitehead
6347;Australian;Brett Whiteley
6348;American;Forbes Johnstone Whiteside
6350;American;Robert Whitman
6351;American;Jack Whitten
6352;German;Jan Wichers
6354;Dutch;Jan Wiegers
6355;American;Hannah Weiner
6356;Austrian;Metall-Arbeit Wiener Werkstätte
6357;Australian;Anne Wienholt
6358;German;Jupp Wiertz
6359;American;Don Wight
6360;American;Orrin Wightman
6361;Danish;Svend Wiig Hansen
6362;Danish;Bjorn Wiinblad
6363;Dutch;Hendrikus Th. Wijdeveld
6364;American;David Wilcox
6365;British;Gerald Wilde
6366;American;Marguerite Wildenhain
6367;Italian;Adolpho Wildt
6370;American;William T. Wiley
6371;American;Thomas Wilfred
6372;American;Ulfert Wilke
6373;American;John Willenbecher
6374;unknown;Mildred E. Williams
6375;American;Casey Williams
6376;American;Daniel S. Williams
6377;American;Emmett Williams
6378;Australian;Fred Williams
6379;American;Hiram Draper Williams
6380;American;James Leon Williams
6381;American;Mason Williams
6382;American;William T. Williams
6383;American;Clara McDonald Williamson
6384;American;Thornton Willis
6385;Austrian;Manfred Willmann
6386;American;Christopher Wilmarth
6387;British;George Washington Wilson
6388;American;Jane Wilson
6389;American;Michael Wilson
6390;American;Robert Wilson
6391;Scottish;Scott Wilson
6392;British;R. W. Winfield
6393;American;David Wing
6394;Swedish;Sven Wingquist
6395;unknown;Princess Winifred
6396;British;Trevor Winkfield
6397;German;Gerd Winner
6398;American;Geoff Winningham
6399;American;Garry Winogrand
6400;American;Neil Winokur
6401;Swedish;Rolf Winquist
6402;American;Jackie Winsor
6403;American;Thomas W. Winstead
6405;German;Fritz Winter
6406;German;Alfred Winter-Rust
6407;American;Robin Winters
6408;American;Terry Winters
6409;Finnish;Tapio Wirkkala
6410;Swiss;Kurt Wirth
6411;American;Marc Wise
6412;British;Francis Wishart
6413;Czech;Eugen Wiskovsky
6414;Dutch;Benno Wissing
6415;British;Adrian Wiszniewski
6416;American;Joan Witek
6417;American;Joel Peter Witkin
6418;German;Rainer Wittenborn
6419;American;Ben Wittick
6420;Austrian;Johann Loetz
6421;German;Josef Rudolf Witzel
6422;American;Emerson Woelffer
6423;American;Agatha Wojciechowsky
6424;Polish;Stanislav Wojtowicz
6426;American;Marion Post Wolcott
6427;American;Arne Wolf
6428;American;Sylvia Wolf
6429;Israeli;Grete Wolf-Krakauer
6430;German;Wolfsberg
6431;American;Jeffrey Wolin
6432;German;Wols 
6433;American;Andrew Kay Womrath
6434;Brazilian;Helena  Wong
6435;American;Paul Wonner
6436;American;Art Wood
6437;Canadian;Brian Wood
6438;American;Esther Wood
6439;American;Grant Wood
6440;American;Gross Wood
6441;British;J. Trevor Wood
6442;American;Charles Herbert Woodbury
6443;American;D. B. Woodbury
6444;British;Pamela Woodhead
6445;American;George Woodman
6446;British;Bill Woodrow
6447;American;Joseph Janvier Woodward
6448;American;Christopher Wool
6449;British;Hal Woolf
6450;American;Willard Worden
6451;Dutch;Piet Worm
6452;American;Edward Wormley
6453;Danish;Troels Wörsel
6454;American;Don Worth
6456;Austrian;Fritz Wotruba
6457;American;Dick Wray
6458;American;Cedric Wright
6459;American;Frank Lloyd Wright
6460;American;Russel Wright
6461;Polish;Andrzej J. Wroblewski
6462;American;Theo Wujcik
6463;German;Paul Wunderlich
6464;American;Andrew Wyeth
6465;American;James Wyeth
6466;British;Mary Wykeham
6467;American;Lance Wyman
6468;British;Richard Wyndham
6469;American;Milton Wynne
6470;British;Bryan Wynter
6471;British;Llewellyn Xavier
6473;Spanish;Jaume Juez i Castella 
6474;Mexican;Desiderio Hernández Xochitiotzin
6475;Russian;Xomob
6476;Moroccan;Ahmed Yacoubi
6478;Japanese;Kazuo Yagi
6480;Japanese;Takao Yamada
6481;Japanese;Yamaguchi Gen
6482;Japanese;Harumi Yamaguchi
6483;Japanese;Susumu Yamaguchi
6484;Japanese;Takeo Yamaguchi
6486;Japanese;Yoji Yamamoto
6487;Japanese;Ryuichi Yamashiro
6488;American;Tad Yamashiro
6489;Japanese;Hiroshi Yamazaki
6490;Japanese;Sori Yanagi
6491;American;John Yang
6492;Japanese;Ken Yanome
6493;Japanese;Chuji Yao
6494;Japanese;Chuji Yasui
6495;American;Max Yavno
6496;Japanese;Yayanagi Tsuyoshi
6497;American;Manoucher Yektai
6498;Swiss;Albert E. Yersin
6499;Swedish;George Ygfors
6500;American;Ylla
6501;Bolivian;Alejandro Mario Yllanes
6502;Japanese;Tadanori Yokoo
6503;Korean;Yoo Kang Yl
6504;Japanese;Yoshi
6505;Japanese;Chizuko Yoshida
6506;Japanese;Hodaka Yoshida
6507;Japanese;Katsuro Yoshida
6508;Japanese;Masaji Yoshida
6509;Japanese;Toshi Yoshida
6510;Japanese;Yoshio Yoshida
6511;Japanese;Hideo Yoshihara
6513;Japanese;Naoki Yoshimoto
6514;Japanese;Masunobu Yoshimura
6515;Japanese;Senzo Yoshioka
6517;unknown;Alfred Young
6518;American;Arthur Young
6519;American;Ellsworth Young
6520;American;La Monte Young
6521;American;Michael Young
6522;American;Peter Young
6523;American;Thomas Young
6524;American;Jack Youngerman
6525;American;Mario Yrisarry
6526;American;Adja Yunkers
6527;French;Yvaral 
6528;American;Teresa Zabala
6529;American;Melvin Zabarsky
6530;German;Adolf Zabransky
6531;Panamanian;Julio Augusto Zachrisson
6532;French;Léon Zack
6533;French;Ossip Zadkine
6534;Polish;Stanislaw Zagorski
6535;American;Paul A. Zahl
6536;American;Jack Zajac
6537;Mexican;Alfredo Zalce
6539;Polish;Wojciech Zamecznik
6540;American;Norman Zammitt
